GMs6,1902.00 ,D:Melies,PN:,SL:\Fr,,ScFi,,space,Nt(first cartoon),|,,,,,,,,,,,,,
GMs8,1902.00 ,D:Melies,PN:,SL:\Fr,bws,ScFi,,studio,Nt(trick photographie),|,,,,,,,,,,,,,
GMs12,1904.00 ,D:Melies,PN:,SL:\Fr,bws,Ctxx,,,,|,,,,,,,,,,,,,
GMs20,1906.00 ,D:Melies,PN:,SL:\Fr,bws,Fant,,,Seen(23Oct1990),|,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"01: Historical Interesting Movies, directors 1900 to 1910",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Directors starting 1900,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"[MO] seen at Musee d'Orsay, Paris 1987",,,,,,,,,,,,,,,,,,,,,,,
"[AM] at Musee d'Arts et Metiers, Paris 1987 <BR<",,,,,,,,,,,,,,,,,,,,,,,
AMv,1900.00 ,D:A.Marvin,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
AMv10,1900.00 ,D:A. Marvin,PN:,St:Biograph,sbw,Dram,,,Le(3m),|,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
1901: Interesting Movies,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Directors starting 1901,,,,,,,,,,,,,,,,,,,,,,,
WRB,1901.00 ,D:Booth,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
WRB10,1891.00 ,Booth,PN:,SU:,sbw,Fant,,England,Seen(23Oct1990),|,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
1902: Interesting Movies,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Directors starting 1902,,,,,,,,,,,,,,,,,,,,,,,
CPa,1902.00 ,D:Pathe,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
CPa1,1902.00 ,D:Pathe,P:Pathe,St:Pathe,,,,,Nt(first movie co.),|,,,,,,,,,,,,,
CPa50,1909.00 ,D:Pathe,PN:,SU:,sbw,Dram,,"Paris, France",Nt(\#1) Le(4reels),|,,,,,,,,,,,,,
WHa,1902.00 ,D:Haggar,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
WHa1,1902.00 ,D:Haggar,P:Haggar,SU:,bws,Horr,,,Le(short),|,,,,,,,,,,,,,
WHa8,1905.00 ,D:Haggar,P:Haggar,SU:,bws,BioP,,,Le(short),|,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
1903: Interesting Movies,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Directors starting 1903,,,,,,,,,,,,,,,,,,,,,,,
WMc,1903.00 ,D:McCutcheon,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
WMc10,1903.00 ,D:McCutcheon,PN:,St:Biograph,bws,Advt,aw,lc,C(McCutcheon) Le(21m),|,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
1904: Interesting Movies,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Directors starting 1904,,,,,,,,,,,,,,,,,,,,,,,
ThE,1904.00 ,D:Edison,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
ThE10,1904.00 ,D:Edison,PN:Edison,St:Edison,bws,"Musc, BioP",,Nt(score distinct),|,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
1906: Interesting Movies,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Directors starting 1906,,,,,,,,,,,,,,,,,,,,,,,
JaC,1906.00 ,D:Cruze,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
JaC1,1906.00 ,D:Cruze,PU:,SU:,col,Advt,,OR,Note(early Western),|,,,,,,,,,,,,,
JaC7,1918.00 ,D:Cruze,PN:,SU:,prc,CTxx,aw,lc,,|,,,,,,,,,,,,,
JaC10,1923.00 ,D:Cruze,PN:,SU:,prc,West,aw,lc,,|,,,,,,,,,,,,,
JaC12,1918.00 ,D:Cruze,PN:,SU:,prc,CTxx,aw,lc,,|,,,,,,,,,,,,,
JaC15,1918.00 ,D:Cruze,PN:,SU:,prc,West,aw,lc,,|,,,,,,,,,,,,,
JaC20,1925.00 ,D:Cruze,PN:,SU:,prc,West,aw,lc,,|,,,,,,,,,,,,,
JaC23,1925.00 ,D:Cruze,PN:,SU:,prc,West,aw,lc,,|,,,,,,,,,,,,,
JaC25,1926.00 ,D:Cruze,PN:,SU:,bws,Advt,aw,Atlantic coast; T(1790),,|,,,,,,,,,,,,,
JaC33,1932.00 ,D:Cruze,PN:,SU:,prc,CTxx,aw,lc,,|,,,,,,,,,,,,,
JaC35,1933.00 ,D:Cruze,PN:,SU:,prc,CTxx,aw,lc,,|,,,,,,,,,,,,,
JaC40,1936.00 ,D:Cruze,PN:,SU:,prc,CTxx,aw,lc,,|,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
1907: Interesting Movies,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Directors starting 1907,,,,,,,,,,,,,,,,,,,,,,,
GKS,1907.00 ,D:Spoor,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
GKS60,1912.00 ,D:Spoor,P:Spoor,St:Essanay,bws,West,,West Le(15min),|,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
1908: Interesting Movies,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Directors starting 1908,,,,,,,,,,,,,,,,,,,,,,,
LMi,1908.00 ,D:Maggi,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
LMi1,1908.00 ,D:Maggi,PN:,SL:Italy,bws,Hist,,"Pompeii, Italy",,|,,,,,,,,,,,,,
LMi5,1909.00 ,D:Maggi,PN:Arturo Ambrosio,St:Ambrosio,bws,Hist,,"Rome, Italy",Le(16min),|,,,,,,,,,,,,,
LMi23,1911.00 ,D:Maggi,PN:,St:Ambrosio,bws,Dram,,,B(Gabrielle d'Annunzio),|,,,,,,,,,,,,,
LMi25,1912.00 ,D:Maggi,PN:,St:Ambrosio,bws,Dram,,Italy,,|,,,,,,,,,,,,,
LMi35,1914.00 ,D:Maggi,PN:,St:Ambrosio,bws,Dram,,"Venice, Italy",B(P.G. Piatti),|,,,,,,,,,,,,,
DWG,1908.00 ,D:Griffith,prds,st.,p,ct,aw,lc,"Nt(all after 1915, many prior)",|,,,,,,,,,,,,,
DWG02,1908.00 ,D:Griffith,PN:,SU:,prc,Ctxx,aw,lc,Er(DWG:A only),|,,,,,,,,,,,,,
DWG03,1908.00 ,D:Griffith,PN:,SU:,prc,Ctxx,aw,lc,Er(DWG:A only),|,,,,,,,,,,,,,
DWG1,1908.00 ,D:Griffith,PN:,SU:,prc,Ctxx,aw,lc,Le(750feet),,|,,,,,,,,,,,,
DWG3,1908.00 ,D:Griffith,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
DWG5,1908.00 ,D:Griffith,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
DWG6,1908.00 ,D:Griffith,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
DWG7,1909.00 ,D:Griffith,PN:,SU:,prc,Dram,aw,lc,,|,,,,,,,,,,,,,
DWG8,1909.00 ,D:Griffith,PN:,SU:,sbw,Dram,,MidWest,Le(15min) Seen([MO]),|,,,,,,,,,,,,,
DWG9,1909.00 ,D:Griffith,PN:,SU:,prc,Dram,aw,lc,,|,,,,,,,,,,,,,
DWG10,1909.00 ,D:Griffith,PN:,SU:,,BioP,,,,|,,,,,,,,,,,,,
DWG11,1909.00 ,D:Griffith,PN:,SU:,,Comd,,,C(Billy Bitzer) Le(11min)),|,,,,,,,,,,,,,
DWG15,1910.00 ,D:Griffith,PN:,SU:,bws,West,,,C(G.W. Bitzer) Le(12min),|,,,,,,,,,,,,,
DWG16,1910.00 ,D:Griffith,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
DWG25,1911.00 ,D:Griffith,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
DWG26,1911.00 ,D:Griffith,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
DWG27,1911.00 ,D:Griffith,PN:,SU:,prc,Dram,aw,lc,Le(short),|,,,,,,,,,,,,,
DWG29,1911.00 ,D:Griffith,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
DWG33,1912.00 ,D:Griffith,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
DWG35,1912.00 ,D:Griffith,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
DWG40,1912.00 ,D:Griffith,PN:,SU:,,BioP,,,B(Edgar Allen Poe),Er(1909)|,,,,,,,,,,,,,
DWG47,1912.00 ,D:Griffith,PN:,SU:,prc,CTxx,,"NYC, NY",|,,,,,,,,,,,,,,
DWG49,1913.00 ,D:Griffith,PN:,St:Biograph,bws,West,,West,C(G.W. Bitzer) Le(13m),|,,,,,,,,,,,,,
DWG50,1913.00 ,D:Griffith,PN:,St:Biograph,bws,Dram,,,Le(60min),|,,,,,,,,,,,,,
DWG51,1915.00 ,D:Griffith,PN:,St:D.W.Griffith,bnw,Epic,"NFR, CC\#8",USA,Alt(T:The Birth of a Nation; 1916),|,,,,,,,,,,,,,
DWG52,1916.00 ,D:Griffith,P:Griffith,SL:USA,bws,"Epic, Dram",H***,"T(1910, 20AD, 1572,1000BC)","W(Griffith) CoD(vonStroheim, T.Browning, vanDyke) C(Billy Bitzer, Karl Brown) Nt(with coloring) Le(2h)",|,,,,,,,,,,,,,
DWG53,1918.00 ,D:Griffith,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
DWG55,1919.00 ,D:Griffith,PN:,SU:,bws,Dram,aw,lc,,|,,,,,,,,,,,,,
DWG57,1919.00 ,D:Griffith,P:Griffith,St:U.A.,bws,Dram,H**,,W(Griffith) B(Thomas Burke: The Chink and the Child) W(Billy Bitzer),|,,,,,,,,,,,,,
DWG58,1919.00 ,D:Griffith,P:,SU:,bws,Romt,,,,|,,,,,,,,,,,,,
DWG64,1920.00 ,D:Griffith,P:Griffith,St:Griffith,"silent, col",Dram,H**,"ice floe, csd, US","W(Billy Bitzer, Hendrik Sartov)",|,,,,,,,,,,,,,
DWG66,1922.00 ,D:Griffith,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
DWG67,1922.00 ,D:Griffith,PN:,St:U.A.,sbw,Epic,H*,"Paris, France T(1789)",Le(2h) W(Griffith),|,,,,,,,,,,,,,
DWG71,1924.00 ,D:Griffith,P:Griffith,St:U.A.,"sbw,bnw","West,Dram",,H**,USA; T(1770),C(G.W. Bitzer) W(John L.ER. Pell) B(Robert W. Chambers),|,,,,,,,,,,,,
DWG72,1924.00 ,D:Griffith,PN:,St:Griffith,sbw,"Dram,Docu",,Germany; T(1919),,|,,,,,,,,,,,,,
DWG75,1926.00 ,D:Griffith,PU:,SU:,prc,Ctxx,,lc,"Er(D, 19xx)",|,,,,,,,,,,,,,
DWG80,1930.00 ,D:Griffith,PN:Joseph Schenck,St:U.A.,,BioP,W50,"town, IL; Washington, DC V(Menzies)",|,,,,,,,,,,,,,,
Z02,1908.00 ,D:Unknown2,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
Z0210,1908.00 ,D:Unknown2,PN:,SL:USA,bws,Romt,aw,lc,,|,,,,,,,,,,,,,
Z0220,1908.00 ,D:Unknown2,PN:,Lang(\It),bws,Romt,aw,lc,,|,,,,,,,,,,,,,
Z0230,1908.00 ,D:Unknown2,PN:,SL:\GB,bws,Romt,aw,lc,,|,,,,,,,,,,,,,
Z0240,1911.00 ,D:Unknown2,PN:,SL:USA,bws,Romt,aw,lc,,|,,,,,,,,,,,,,
Z0250,1911.00 ,D:Unknown2,PN:,SL:\It,bws,Romt,aw,lc,,|,,,,,,,,,,,,,
Z0260,1916.00 ,D:Unknown2,PN:,SU:,bws,Romt,aw,lc,,|,,,,,,,,,,,,,
Z0270,1916.00 ,D:Unknown2,PN:,SU:,bws,Romt,aw,lc,,|,,,,,,,,,,,,,
Z0280,1996.00 ,D:Unknown2,PU:,SU:,col,Romt,aw,,,|,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
1909: Interesting Movies,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Directors starting 1909,,,,,,,,,,,,,,,,,,,,,,,
EiC,1909.00 ,D:Cohl,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
EiC10,1909.00 ,D:Cohl,PN:,St:Gaumont,prc,Cart,aw,lc,Le(shorts),|,,,,,,,,,,,,,
GdL,1909.00 ,D:deLiguoro,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
GdL10,1909.00 ,D:deLiguoro,PN:,St:SaffiComerio,bws,Hist,aw,"Venive, Italy",Le(14min),|,,,,,,,,,,,,,
MCs,1909.00 ,D:Caserini,prds,st.,p,ct,aw,lc,nt,|,,,,,,,,,,,,,
MCs2,1912.00 ,D:Caserini,PN:,St:Ambrosio,bws,Dram,aw,,,|,,,,,,,,,,,,,
MCs3,1913.00 ,D:Caserini,PN:,St:Cines,bws,Dram,aw,,B(Shakespeare),|,,,,,,,,,,,,,
MCs10,1913.00 ,D:Caserini,PN:,St:Artistica Gloria,bws,Dram,aw,"Wallenstein; Paris, France",Seen(25Feb1995),|,,,,,,,,,,,,,
WMk,1909.00 ,D:Mackay,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
WMk10,1909.00 ,D:Mackay,PN:,SU:,bws,Cart,aw,"T(1,000,000BC)",,|,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
1910: Interesting Movies,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Directors starting 1910, arranged by year, dcode",,,,,,,,,,,,,,,,,,,,,,,
FkP,1910.00 ,D:F.Powell,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
FkP10,1910.00 ,D:F.Powell,PN:,St:Biograph,bws,Romt,aw,lc,C(Arthur Marvin),|,,,,,,,,,,,,,
GlS,1910.00 ,D:loSavio,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
GlS10,1910.00 ,D:loSavio,PN:,St:Film d'Arte Italia,bws,Dram,aw,"Venice, Italy",Le(8min; incomplete) B(Shakespeare),|,,,,,,,,,,,,,
ISB,1910.00 ,D:Blackton,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
ISB10,1910.00 ,D:Blackton,PN:,St:Vitagraph,"col, silent",Biop,aw,lc,"Le(4 reels, 18m remaining)",|,,,,,,,,,,,,,
ThB,1910.00 ,D:Bentley,prds,st.,p,ct,aw,lc,"Nt(first), scores of others)",|,,,,,,,,,,,,,
ThB10,1913.00 ,D:Bentley,PN:,SU:,bws,Dram,aw,lc,B(Dickens),|,,,,,,,,,,,,,
ThB30,1921.00 ,D:Bentley,PN:,SU:,bws,Dram,aw,lc,B(Dickens),|,,,,,,,,,,,,,
ThB50,1930.00 ,D:Bentley,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
ThB55,1931.00 ,D:Bentley,PN:,St:BIP,,prc,Dram,aw,lc,,|,,,,,,,,,,,,
ThB65,1934.00 ,D:Bentley,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
ThB70,1935.00 ,D:Bentley,PN:,SU:,bnw,,,,B(Dickens),|,,,,,,,,,,,,,
ThB80,1939.00 ,D:Bentley,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
UgF,1910.00 ,D:Falena,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
UgF10,1910.00 ,D:Falena,PN:,St:Film d'Arte Italiana,bws,Dram,aw,lc,Le(10min),|,,,,,,,,,,,,,
UgF12,1911.00 ,D:Falena,PN:,"St:Film d'Arte Italiana, Film d'Art Paris",bws,Romt,aw,lc,B(Dante) Le(10min),|,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
1911: Interesting Movies,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Directors starting 1911,,,,,,,,,,,,,,,,,,,,,,,
APv,1911.00 ,D:Padovan,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
APv10,1911.00 ,D:Padovan,PN:,St:Milano Films,prc,Ctxx,aw,lc,"B(Dante) CoD(Francesco Bertolini, Guiseppe diLiguoro) Le(30min)",|,,,,,,,,,,,,,
APv11,1911.00 ,D:Padovan,PN:,St:Milano Films,prc,Advt,aw,lc,B(Homer) CoD(Francesco Bertolini) Le(6min),|,,,,,,,,,,,,,
AuB,1911.00 ,D:Blom,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
AuB10,1911.00 ,D:Blom,PN:,St:Great Northern,bws,Dram,aw,lc,WValdemar Hansen) Le(24m),|,,,,,,,,,,,,,
LcP,1911.00 ,D:Perret,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
LcP15,1913.00 ,D:Perret,PN:,SU:,prc,Ctxx,aw,lc,Le(115min),|,,,,,,,,,,,,,
OrM,1911.00 ,D:Mentasti,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
OrM10,1911.00 ,D:Mentasti,PN:,St:Itala,bws,Ctxx,aw,lc,Le(21min),|,,,,,,,,,,,,,
ThI,1911.00 ,D:Th.Ince,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
ThI10,1911.00 ,D:Th.Ince,PN:,St:Bison,bws,West,,West,Le(15m),|,,,,,,,,,,,,,
ThI18,1912.00 ,D:Th.Ince,PN:,St:Bison,bws,West,H-,lc,Le(14m; incomplete),|,,,,,,,,,,,,,
ThI20,1912.00 ,D:Th.Ince,PN:,SU:,bws,CTxx,H-,lc,,|,,,,,,,,,,,,,
ThI33,1914.00 ,D:Th.Ince,P:Th.Ince,St:Kay Bee Columbia,bws,West,,West,Er(D),|,,,,,,,,,,,,,
ThI40,1915.00 ,D:Th.Ince,PN:none,St:Triangle,bws,Fant,H***,battlefields,Nt(sound added 1931),|,,,,,,,,,,,,,
ThI60,1924.00 ,D:Th.Ince,PN:,SU:,prc,CTxx,H-,lc,,|,,,,,,,,,,,,,
ThI65,1925.00 ,D:Th.Ince,P:Th.ince,St:Quality Amusememt Inc.,bws,West,,West,Le(50min),|,,,,,,,,,,,,,
UrG,1911.00 ,D:Gad,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
UrG10,1911.00 ,D:Gad,PN:,St:Great Northern,bws,Dram,aw,lc,W(Christian Nobel) Le(29m),|,,,,,,,,,,,,,
WmH,1911.00 ,D:Humphrey,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
WmH10,1911.00 ,D:Humphrey,PN:,SU:,bws,Dram,aw,,B(Dickens),|,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
1912: Interesting Movies,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Directors starting 1912,,,,,,,,,,,,,,,,,,,,,,,
ADw,1912.00 ,D:Dwan,prds,st.,p,ct,aw,lc,Nt(hundreds before 1920),|,,,,,,,,,,,,,
ADw5,1912.00 ,D:Dwan,PN:,St:AMF,bws,Dram,,lc,W(G.P. Hamilton) Le(15m),|,,,,,,,,,,,,,
ADw6,1912.00 ,D:Dwan,PN:,St:AMF,bws,Dram,,lc,W(G.P. Hamilton) Le(14m),|,,,,,,,,,,,,,
ADw17,1922.00 ,D:Dwan,P:Fairbanks~sr,SU:,bws,Advt,H**,England,"V(Wilfred Buckland, Anton~Grot)",|,,,,,,,,,,,,,
ADw22,1922.00 ,D:Dwan,P:Fairbanks~sr,St:U.A.,"bnw,bws",Advt,,,"Nt(part sound, music)",|,,,,,,,,,,,,,
ADw27,1924.00 ,D:Dwan,PN:William leBaron,St:Paramount,bws,Romt,,,,|,,,,,,,,,,,,,
ADw35,1937.00 ,D:Dwan,P:R.Griffith,St:Fox,cld,Romt,"H*csd, Austria",,|,,,,,,,,,,,,,,
ADw40,1938.00 ,D:Dwan,P:R.Griffith,St:Fox,bnw,Dram,H,"csd, USA",,|,,,,,,,,,,,,,
ADw41,1938.00 ,D:Dwan,P:D.Markey,St:Fox,bnw,,H*,Egypt,C(Pev~Marley;AAN) M(Louis Silvers; AAN) W(Ph.Dunne),|,,,,,,,,,,,,,
ADw45,1939.00 ,D:Dwan,P:R.Griffith,St:Fox,bnw,Actn,"H**, [47]",France,B(Dumas),|,,,,,,,,,,,,,
ADw52,194e,Dwan,P:Dwan,St:RKO,bnw,Musc,aw,"mil.inst., Pacific; Europe T(1943)",,|,,,,,,,,,,,,,
ADw60,1949.00 ,D:Dwan,PN:Edward Grainger,SU:,prc,Actn,aw,"mil.inst., Pacific; T(1945)","W(Harry Joe Brown, James Edward Grant, Milestone)",|,,,,,,,,,,,,,
ADw70,1954.00 ,D:Dwan,P:Bogeaus,St:RKO,\Tcol,West,H,"ranch, MT",,|,,,,,,,,,,,,,
ADw72,1954.00 ,D:Dwan,P:Bogeaus,St:RKO,\Tcol,West,,CA; T(1840),,|,,,,,,,,,,,,,
ADw75,1954.00 ,D:Dwan,P:Bogeaus,St:RKO,\Tcol,West,,CA; T(1850),,|,,,,,,,,,,,,,
ADw78,1955.00 ,D:Dwan,P:Bogeaus,St:RKO,\Tcol,Advt,,"island, Pacific",,|,,,,,,,,,,,,,
ADw80,1956.00 ,D:Dwan,P:,St:RKO,col,Dram,,"city, Midwest",W(Robert Blees) B(J.M.Caine),|,,,,,,,,,,,,,
AEG,1912.00 ,D:A.E.Green,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
AEG25,1922.00 ,D:A.E.Green,PN:,St:Paramount,bws,,,|,,,,,,,,,,,,,,,
AEG37,1933.00 ,D:A.E.Green,PN:,SU:,bnw,Dram,,|,,,,,,,,,,,,,,,
AEG39,1933.00 ,D:A.E.Green,P:Blanke,St:Warners,bnw,,H*,|,,,,,,,,,,,,,,,
AEG41,1935.00 ,D:A.E.Green,PN:Harry Joe Brown,St:Warners,bnw,Dram,H*,lc,,|,,,,,,,,,,,,,
AEG50,1935.00 ,D:A.E.Green,PN:,SU:,bnw,Myst,,,B(S.S. VanDine:Philo Vance),|,,,,,,,,,,,,,
AEG60,1946.00 ,D:A.E.Green,PN:Sidney Skolsky,St:Columbia,\Tcol,"BioP,Musc",H****,"theater, NYC, NY",M(Morris Stoloff; AA) C(Joseph Walker; AAN),|,,,,,,,,,,,,,
AEG70,1953.00 ,D:A.E.Green,PN:Sidney Skolsky,St:Warners,\Tcol,"BioP,Musc",H,"theater, NYC, NY",M(Ray Heindorf),|,,,,,,,,,,,,,
JCw,1912.00 ,D:Conway,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
JCw16,1922.00 ,D:Conway,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
JCw41,1928.00 ,D:Conway,PN:,SU:,,Comd,|,,,,,,,,,,,,,,,,
JCw44,1929.00 ,D:Conway,PN:,SU:,bws,Romt,aw,"parties, USA",,|,,,,,,,,,,,,,
JCw47,1930.00 ,D:Conway,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
JCw50,1931.00 ,D:Conway,P:,St:MGM,bnw,Comd,H,lc,,|,,,,,,,,,,,,,
JCw51,1932.00 ,D:Conway,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
JCw53,1932.00 ,D:Conway,PN:,SU:,prc,Dram,aw,lc,W(Anita Loos) B(Katherine Brush),|,,,,,,,,,,,,,
JCw57,1934.00 ,D:Conway,PN:,St:MGM,bnw,Epic,aw,Mexico,"W(Ben Hecht, Hawks) CoD(Hawks; fired)",|,,,,,,,,,,,,,
JCw61,1935.00 ,D:Conway,PN:Selznick,St:MGM,bnw,Dram,"H**, AAN, [47]",England; France; T(1780),B(Dickens),|,,,,,,,,,,,,,
JCw62,1936.00 ,D:Conway,PN:Lawrence Weingarten,St:MGM,bnw,Romt,"F77,H**, AAN",|,,,,,,,,,,,,,,,
JCw63,1937.00 ,D:Conway,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
JCw64,1938.00 ,D:Conway,PN:,SU:,prc,Ctxx,aw,lc,W(Gilliat),|,,,,,,,,,,,,,
JCw65,1938.00 ,D:Conway,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
JCw67,1939.00 ,D:Conway,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
JCw68,1940.00 ,D:Conway,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
JCw69,1940.00 ,D:Conway,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
JCw70,1940.00 ,D:Conway,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
JCw73,1944.00 ,D:Conway,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
JCw75,1947.00 ,D:Conway,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
JDu,1912.00 ,D:Durand,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
JDu10,1912.00 ,D:Durand,PN:,St:Gaumont,prc,Comd,aw,lc,Le(shorts),|,,,,,,,,,,,,,
MaT,1912.00 ,D:M.Tourneur,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
MaT10,1915.00 ,D:M.Tourneur,PN:World,SU:,bws,CnR,aw,lc,,|,,,,,,,,,,,,,
MaT25,1917.00 ,D:M.Tourneur,PN:,SU:,bws,Dram,aw,lc,,|,,,,,,,,,,,,,
MaT27,1917.00 ,D:M.Tourneur,PN:,SU:,bws,Dram,aw,lc,,|,,,,,,,,,,,,,
MaT40,1931.00 ,D:M.Tourneur,PU:,SU:,prc,CnR,,lc,,|,,,,,,,,,,,,,
LMe,1912.00 ,D:Mercanton,prds,st.,p,ct,aw,lc,Nt(first ?),|,,,,,,,,,,,,,
LMe10,1912.00 ,D:Mercanton,PN:,"St:Engadine Amusement Co, SL:\Fr, SD:Famous",bws,BioP,,"court, England",,"Le(40m, 4 reels)",|,,,,,,,,,,,,
